datetime,count
2011-03-22 02:00:00,8.61
2011-03-22 03:00:00,3.58
2011-03-22 04:00:00,4.32
2011-03-22 05:00:00,12.64
2011-03-22 06:00:00,47.92
2011-03-22 07:00:00,141.8
2011-03-22 08:00:00,242.26
2011-03-22 09:00:00,143.03
2011-03-22 10:00:00,101.9
2011-03-22 11:00:00,100.59
2011-03-22 12:00:00,145.81
2011-03-22 13:00:00,129.15
2011-03-22 14:00:00,124.0
2011-03-22 15:00:00,130.94
2011-03-22 16:00:00,174.64
2011-03-22 17:00:00,351.53
2011-03-22 18:00:00,320.96
2011-03-22 19:00:00,184.95
2011-03-22 20:00:00,127.45
2011-03-22 21:00:00,101.61
2011-03-22 22:00:00,70.49
2011-03-22 23:00:00,42.6
2011-03-23 00:00:00,20.29
2011-03-23 01:00:00,8.05
2011-03-23 02:00:00,6.97
2011-03-23 03:00:00,3.64
2011-03-23 05:00:00,9.62
2011-03-23 06:00:00,44.96
2011-03-23 07:00:00,119.52
2011-03-23 08:00:00,255.11
2011-03-23 09:00:00,144.5
2011-03-23 10:00:00,64.89
2011-03-23 11:00:00,65.16
2011-03-23 12:00:00,77.84
2011-03-23 13:00:00,73.53
2011-03-23 14:00:00,83.7
2011-03-23 15:00:00,86.26
2011-03-23 16:00:00,126.47
2011-03-23 17:00:00,233.9
2011-03-23 18:00:00,171.33
2011-03-23 19:00:00,125.09
2011-03-23 20:00:00,70.73
2011-03-23 21:00:00,53.72
2011-03-23 22:00:00,46.36
2011-03-23 23:00:00,34.08
2011-03-24 00:00:00,12.88
2011-03-24 01:00:00,5.83
2011-03-24 02:00:00,7.18
2011-03-24 03:00:00,3.2
2011-03-24 04:00:00,2.89
2011-03-24 05:00:00,8.75
2011-03-24 06:00:00,45.2
2011-03-24 07:00:00,87.76
2011-03-24 08:00:00,127.79
2011-03-24 09:00:00,145.23
2011-03-24 10:00:00,62.34
2011-03-24 11:00:00,66.01
2011-03-24 12:00:00,83.05
2011-03-24 13:00:00,97.28
2011-03-24 14:00:00,96.0
2011-03-24 15:00:00,83.61
2011-03-24 16:00:00,110.64
2011-03-24 17:00:00,199.51
2011-03-24 18:00:00,180.2
2011-03-24 19:00:00,125.8
2011-03-24 20:00:00,81.44
2011-03-24 21:00:00,64.66
2011-03-24 22:00:00,53.04
2011-03-24 23:00:00,35.12
2011-03-25 00:00:00,16.25
2011-03-25 01:00:00,6.64
2011-03-25 02:00:00,4.8
2011-03-25 03:00:00,3.08
2011-03-25 04:00:00,2.46
2011-03-25 05:00:00,9.22
2011-03-25 06:00:00,41.71
2011-03-25 07:00:00,109.81
2011-03-25 08:00:00,235.68
2011-03-25 09:00:00,144.85
2011-03-25 10:00:00,81.01
2011-03-25 11:00:00,84.82
2011-03-25 12:00:00,102.07
2011-03-25 13:00:00,101.38
2011-03-25 14:00:00,99.46
2011-03-25 15:00:00,94.99
2011-03-25 16:00:00,124.28
2011-03-25 17:00:00,204.04
2011-03-25 18:00:00,197.05
2011-03-25 19:00:00,132.04
2011-03-25 20:00:00,87.94
2011-03-25 21:00:00,69.39
2011-03-25 22:00:00,48.73
2011-03-25 23:00:00,35.55
2011-03-26 00:00:00,33.9
2011-03-26 01:00:00,27.42
2011-03-26 02:00:00,16.84
2011-03-26 03:00:00,13.62
2011-03-26 04:00:00,4.63
2011-03-26 05:00:00,4.12
2011-03-26 06:00:00,12.02
2011-03-26 07:00:00,24.22
2011-03-26 08:00:00,50.93
2011-03-26 09:00:00,82.93
2011-03-26 10:00:00,110.45
2011-03-26 11:00:00,119.69
2011-03-26 12:00:00,138.22
2011-03-26 13:00:00,152.22
2011-03-26 14:00:00,153.26
2011-03-26 15:00:00,157.98
2011-03-26 16:00:00,151.11
2011-03-26 17:00:00,155.69
2011-03-26 18:00:00,145.36
2011-03-26 19:00:00,92.46
2011-03-26 20:00:00,61.04
2011-03-26 21:00:00,54.47
2011-03-26 22:00:00,47.27
2011-03-26 23:00:00,35.19
2011-03-27 00:00:00,34.17
2011-03-27 01:00:00,24.33
2011-03-27 02:00:00,19.34
2011-03-27 03:00:00,16.42
2011-03-27 04:00:00,4.99
2011-03-27 06:00:00,13.19
2011-03-27 07:00:00,48.26
2011-03-27 08:00:00,39.82
2011-03-27 09:00:00,76.93
2011-03-27 10:00:00,95.32
2011-03-27 11:00:00,111.87
2011-03-27 12:00:00,124.65
2011-03-27 13:00:00,144.58
2011-03-27 14:00:00,154.78
2011-03-27 15:00:00,148.8
2011-03-27 16:00:00,160.62
2011-03-27 17:00:00,150.83
2011-03-27 18:00:00,130.84
2011-03-27 19:00:00,92.29
2011-03-27 20:00:00,59.62
2011-03-27 21:00:00,50.9
2011-03-27 22:00:00,42.47
2011-03-27 23:00:00,33.63
2011-03-28 00:00:00,14.94
2011-03-28 01:00:00,5.96
2011-03-28 02:00:00,5.28
2011-03-28 03:00:00,2.93
2011-03-28 05:00:00,8.22
2011-03-28 06:00:00,41.13
2011-03-28 07:00:00,109.19
2011-03-28 08:00:00,215.82
2011-03-28 09:00:00,136.8
2011-03-28 10:00:00,60.91
2011-03-28 11:00:00,63.32
2011-03-28 12:00:00,78.45
2011-03-28 13:00:00,84.91
2011-03-28 14:00:00,87.9
2011-03-28 15:00:00,86.92
2011-03-28 16:00:00,119.59
2011-03-28 17:00:00,235.04
2011-03-28 18:00:00,220.73
2011-03-28 19:00:00,144.64
2011-03-28 20:00:00,98.24
2011-03-28 21:00:00,77.76
2011-03-28 22:00:00,53.86
2011-03-28 23:00:00,30.08
2011-03-29 00:00:00,15.79
2011-03-29 01:00:00,4.46
2011-03-29 02:00:00,6.73
2011-03-29 03:00:00,3.37
2011-03-29 04:00:00,2.63
2011-03-29 05:00:00,7.63
2011-03-29 06:00:00,43.22
2011-03-29 07:00:00,116.25
2011-03-29 08:00:00,235.88
2011-03-29 09:00:00,144.1
2011-03-29 10:00:00,70.25
2011-03-29 11:00:00,74.24
2011-03-29 12:00:00,90.24
2011-03-29 13:00:00,86.14
2011-03-29 14:00:00,88.9
2011-03-29 15:00:00,97.63
2011-03-29 16:00:00,125.32
2011-03-29 17:00:00,259.02
2011-03-29 18:00:00,245.37
2011-03-29 19:00:00,155.6
2011-03-29 20:00:00,104.65
2011-03-29 21:00:00,86.31
2011-03-29 22:00:00,63.09
2011-03-29 23:00:00,34.38
2011-03-30 00:00:00,18.58
2011-03-30 01:00:00,10.57
2011-03-30 02:00:00,6.23
2011-03-30 03:00:00,4.46
2011-03-30 04:00:00,3.91
2011-03-30 05:00:00,9.7
2011-03-30 06:00:00,44.88
2011-03-30 07:00:00,139.9
2011-03-30 08:00:00,256.56
2011-03-30 09:00:00,150.9
2011-03-30 10:00:00,78.68
2011-03-30 11:00:00,78.2
2011-03-30 12:00:00,91.79
2011-03-30 13:00:00,92.47
2011-03-30 14:00:00,84.46
2011-03-30 15:00:00,61.75
2011-03-30 16:00:00,70.63
2011-03-30 17:00:00,150.74
2011-03-30 18:00:00,148.1
2011-03-30 19:00:00,104.61
2011-03-30 20:00:00,72.53
2011-03-30 21:00:00,64.32
2011-03-30 22:00:00,39.81
2011-03-30 23:00:00,30.85
2011-03-31 00:00:00,9.24
2011-03-31 01:00:00,6.36
2011-03-31 02:00:00,5.4
2011-03-31 03:00:00,3.05
2011-03-31 04:00:00,2.95
2011-03-31 05:00:00,8.94
2011-03-31 06:00:00,33.42
2011-03-31 07:00:00,94.79
2011-03-31 08:00:00,196.83
2011-03-31 09:00:00,101.56
2011-03-31 10:00:00,60.96
2011-03-31 11:00:00,66.7
2011-03-31 12:00:00,70.31
2011-03-31 13:00:00,71.79
2011-03-31 14:00:00,72.07
2011-03-31 15:00:00,54.21
2011-03-31 16:00:00,93.27
2011-03-31 17:00:00,173.14
2011-03-31 18:00:00,158.55
2011-03-31 19:00:00,130.45
2011-03-31 20:00:00,70.96
2011-03-31 21:00:00,61.8
2011-03-31 22:00:00,41.45
2011-03-31 23:00:00,33.64
2011-04-20 00:00:00,27.05
2011-04-20 01:00:00,7.12
2011-04-20 02:00:00,8.9
2011-04-20 03:00:00,3.93
2011-04-20 04:00:00,4.4
2011-04-20 05:00:00,14.27
2011-04-20 06:00:00,49.97
2011-04-20 07:00:00,152.59
2011-04-20 08:00:00,367.39
2011-04-20 09:00:00,164.79
2011-04-20 10:00:00,113.13
2011-04-20 11:00:00,122.27
2011-04-20 12:00:00,151.12
2011-04-20 13:00:00,150.56
2011-04-20 14:00:00,151.16
2011-04-20 15:00:00,150.42
2011-04-20 16:00:00,205.43
2011-04-20 17:00:00,354.21
2011-04-20 18:00:00,351.18
2011-04-20 19:00:00,291.28
2011-04-20 20:00:00,185.29
2011-04-20 21:00:00,138.47
2011-04-20 22:00:00,115.36
2011-04-20 23:00:00,83.33
2011-04-21 00:00:00,37.19
2011-04-21 01:00:00,15.27
2011-04-21 02:00:00,12.42
2011-04-21 03:00:00,4.78
2011-04-21 04:00:00,4.44
2011-04-21 05:00:00,9.71
2011-04-21 06:00:00,54.76
2011-04-21 07:00:00,147.17
2011-04-21 08:00:00,232.53
2011-04-21 09:00:00,156.36
2011-04-21 10:00:00,101.08
2011-04-21 11:00:00,131.47
2011-04-21 12:00:00,158.23
2011-04-21 13:00:00,145.38
2011-04-21 14:00:00,137.06
2011-04-21 15:00:00,141.03
2011-04-21 16:00:00,176.04
2011-04-21 17:00:00,336.26
2011-04-21 18:00:00,322.62
2011-04-21 19:00:00,218.44
2011-04-21 20:00:00,167.65
2011-04-21 21:00:00,113.12
2011-04-21 22:00:00,82.08
2011-04-21 23:00:00,47.29
2011-04-22 00:00:00,27.33
2011-04-22 01:00:00,17.23
2011-04-22 02:00:00,10.43
2011-04-22 03:00:00,5.64
2011-04-22 04:00:00,5.12
2011-04-22 05:00:00,9.82
2011-04-22 06:00:00,51.0
2011-04-22 07:00:00,132.74
2011-04-22 08:00:00,253.54
2011-04-22 09:00:00,106.96
2011-04-22 10:00:00,92.52
2011-04-22 11:00:00,88.29
2011-04-22 12:00:00,93.16
2011-04-22 13:00:00,81.07
2011-04-22 14:00:00,42.65
2011-04-22 15:00:00,80.4
2011-04-22 16:00:00,111.54
2011-04-22 17:00:00,135.69
2011-04-22 18:00:00,101.31
2011-04-22 19:00:00,102.14
2011-04-22 20:00:00,75.83
2011-04-22 21:00:00,59.46
2011-04-22 22:00:00,42.15
2011-04-22 23:00:00,42.68
2011-04-23 00:00:00,31.59
2011-04-23 01:00:00,26.31
2011-04-23 02:00:00,23.6
2011-04-23 03:00:00,18.55
2011-04-23 04:00:00,6.15
2011-04-23 05:00:00,5.96
